id,	idPuntoCaptacion,	lamina,	instante
1	,1,	10,	2017-12-05 19:05
1	,2,	6,	2017-12-05 19:07
1	,1,	10,	2017-12-05 19:07
1	,1,	10,	2017-12-05 19:07
1	,1,	10,	2017-12-05 19:07
